Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
1453.0,10470.0,2012-05-04,Low,8.0,137.26,0.03,Regular Air,-54.6135,15.99,13.18,Guy Phonely,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Box,0.37,2012-05-11
1454.0,10470.0,2012-05-04,Low,20.0,2913.1455,0.09,Regular Air,333.72,175.99,4.99,Guy Phonely,Ontario,Ontario,Corporate,Technology,Telephones and Communication,5165,Small Box,0.59,2012-05-06
1542.0,11111.0,2011-01-17,Medium,7.0,308.52,0.1,Regular Air,-59.85,41.47,34.2,Guy Phonely,Ontario,Ontario,Corporate,Furniture,Office Furnishings,Eldon Econocleat® Chair Mats for Low Pile Carpets,Wrap Bag,0.73,2011-01-19
1543.0,11111.0,2011-01-17,Medium,29.0,176.5,0.1,Regular Air,-119.72,6.48,7.37,Guy Phonely,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 210,Small Box,0.37,2011-01-19
1549.0,11173.0,2012-03-30,Critical,37.0,221.66,0.08,Regular Air,-95.17,5.98,3.85,Janet Molinari,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",Small Pack,0.68,2012-04-01
1559.0,11239.0,2012-02-09,Critical,33.0,6170.02,0.03,Delivery Truck,-433.2901430000001,179.29,29.21,Jay Kimmel,Ontario,Ontario,Small Business,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",Jumbo Box,0.74,2012-02-11
1576.0,11396.0,2012-07-21,Critical,42.0,12270.3,0.07,Regular Air,4842.3735,304.99,19.99,Matt Connell,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Ibico Hi-Tech Manual Binding System,Small Box,0.4,2012-07-22
1633.0,11808.0,2012-07-31,Not Specified,1.0,148.34400000000002,0.06,Delivery Truck,25.20675,150.98,39.25,Tracy Poddar,Ontario,Ontario,Corporate,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",Jumbo Box,0.75,2012-08-01
1642.0,11874.0,2012-09-09,Medium,1.0,40.29,0.0,Regular Air,-82.13,30.42,8.65,Tracy Poddar,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"Fellowes Internet Keyboard, Platinum",Small Box,0.74,2012-09-11
1643.0,11874.0,2012-09-09,Medium,20.0,775.77,0.07,Regular Air,179.37,39.98,9.83,Tracy Poddar,Ontario,Ontario,Corporate,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Small Box,0.4,2012-09-09
1714.0,12322.0,2011-05-11,Critical,36.0,3436.9,0.03,Express Air,-398.11,92.23,39.61,Jay Kimmel,Ontario,Ontario,Small Business,Furniture,Office Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Medium Box,0.67,2011-05-13
1739.0,12480.0,2009-07-07,Medium,8.0,1187.01,0.0,Delivery Truck,-203.27,137.48,32.18,Steve Nguyen,Ontario,Ontario,Small Business,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Jumbo Box,0.78,2009-07-08
1749.0,12516.0,2009-05-24,Low,31.0,2360.43,0.1,Delivery Truck,66.22,80.97,33.6,Vivek Grady,Ontario,Ontario,Home Office,Technology,Office Machines,Lexmark Z25 Color Inkjet Printer,Jumbo Drum,0.37,2009-05-29
1750.0,12516.0,2009-05-24,Low,22.0,154.6,0.02,Regular Air,-23.53,6.48,5.11,Vivek Grady,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 231,Small Box,0.37,2009-05-28
1820.0,13088.0,2010-04-22,Not Specified,46.0,187.92,0.08,Regular Air,-2149.8,3.25,49.0,Ben Ferrer,Ontario,Ontario,Corporate,Office Supplies,Appliances,"Bravo II™ Megaboss® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Large Box,0.56,2010-04-24
1828.0,13121.0,2010-03-07,High,36.0,1211.0,0.0,Regular Air,-27.99,30.98,6.5,Xylona Price,Ontario,Ontario,Corporate,Technology,Computer Peripherals,Logitech Internet Navigator Keyboard,Small Box,0.79,2010-03-08
1829.0,13121.0,2010-03-07,High,28.0,4924.135,0.07,Regular Air,1049.535,205.99,8.99,Xylona Price,Ontario,Ontario,Corporate,Technology,Telephones and Communication,Talkabout T8097,Small Box,0.58,2010-03-10
1857.0,13348.0,2010-11-07,Medium,35.0,4890.58,0.05,Regular Air,310.51,140.85,19.99,Jim Kriz,Ontario,Ontario,Consumer,Office Supplies,Storage & Organization,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",Small Box,0.73,2010-11-08
1866.0,13413.0,2010-01-29,Critical,29.0,150.28,0.04,Regular Air,-50.86,4.98,4.7,Karen Daniels,Ontario,Ontario,Consumer,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),Small Box,0.38,2010-01-31
1869.0,13447.0,2010-01-08,High,24.0,436.4835,0.01,Regular Air,0.8460000000000012,20.99,4.81,Pamela Coakley,Ontario,Ontario,Corporate,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,0.58,2010-01-10
1910.0,13638.0,2011-09-30,High,49.0,682.77,0.05,Regular Air,165.2,14.48,1.99,Steve Nguyen,Ontario,Ontario,Consumer,Technology,Computer Peripherals,TDK 4.7GB DVD+RW,Small Pack,0.49,2011-10-02
1918.0,13761.0,2009-10-17,Low,32.0,2421.44,0.09,Regular Air,-949.09,78.8,35.0,Katherine Nockton,Ontario,Ontario,Home Office,Office Supplies,Storage & Organization,Space Solutions™ Industrial Galvanized Steel Shelving.,Large Box,0.83,2009-10-21
1999.0,14247.0,2011-08-16,Critical,4.0,14.75,0.03,Regular Air,-2.49,3.29,1.35,Denny Blanton,Ontario,Ontario,Home Office,Office Supplies,Rubber Bands,Acco® Hot Clips™ Clips to Go,Wrap Bag,0.4,2011-08-18
2061.0,14755.0,2010-01-05,High,31.0,111.48,0.09,Regular Air,29.57,3.85,0.7,Steve Nguyen,Ontario,Ontario,Consumer,Office Supplies,Pens & Art Supplies,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Wrap Bag,0.44,2010-01-05
2062.0,14755.0,2010-01-05,High,44.0,2322.812,0.1,Express Air,454.383,65.99,4.2,Steve Nguyen,Ontario,Ontario,Consumer,Technology,Telephones and Communication,5170,Small Box,0.59,2010-01-07
2078.0,14854.0,2010-04-28,Low,24.0,391.23,0.07,Regular Air,-27.98,16.91,6.25,Robert Marley,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Small Box,0.58,2010-05-02
2109.0,15078.0,2010-11-09,High,33.0,207.01,0.01,Regular Air,-36.9,5.78,4.96,Katherine Nockton,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1899,Small Box,0.36,2010-11-10
2183.0,15718.0,2009-01-27,Critical,41.0,1863.02,0.03,Regular Air,360.63,43.98,8.99,Sean O'Donnell,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Small Pack,0.58,2009-01-29
2184.0,15718.0,2009-01-27,Critical,50.0,55.89,0.06,Regular Air,-3.05,1.14,0.7,Sean O'Donnell,Ontario,Ontario,Corporate,Office Supplies,Rubber Bands,OIC Thumb-Tacks,Wrap Bag,0.38,2009-01-30
2186.0,15744.0,2010-03-21,Critical,16.0,838.81,0.09,Regular Air,290.77,55.48,6.79,Jas O'Carroll,Ontario,Ontario,Corporate,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Small Box,0.37,2010-03-22
2285.0,16454.0,2012-05-11,Medium,12.0,94.39,0.04,Regular Air,-29.486,7.1,6.05,Chris Selesnick,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White, 1""",Small Box,0.39,2012-05-11
2314.0,16676.0,2009-03-19,High,39.0,936.8019999999999,0.07,Regular Air,-12.078000000000001,28.99,8.59,Sally Hughsby,Ontario,Ontario,Consumer,Technology,Telephones and Communication,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,Medium Box,0.56,2009-03-19
2344.0,16897.0,2012-06-15,Not Specified,1.0,379.8,0.02,Delivery Truck,-183.09,320.98,58.95,Sally Hughsby,Ontario,Ontario,Consumer,Furniture,Chairs & Chairmats,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,Jumbo Drum,0.57,2012-06-17
2345.0,16897.0,2012-06-15,Not Specified,48.0,107.7,0.06,Regular Air,14.97,2.21,1.0,Sally Hughsby,Ontario,Ontario,Consumer,Office Supplies,Pens & Art Supplies,"Quartet Alpha® White Chalk, 12/Pack",Wrap Bag,0.38,2012-06-17
2357.0,16999.0,2009-01-19,Critical,18.0,3568.45,0.09,Regular Air,1081.62,207.48,0.99,Stuart Calhoun,Ontario,Ontario,Consumer,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Small Box,0.55,2009-01-21
2364.0,17091.0,2012-07-21,Medium,45.0,2604.315,0.0,Regular Air,750.87,65.99,5.26,Kean Nguyen,Ontario,Ontario,Small Business,Technology,Telephones and Communication,8860,Small Box,0.56,2012-07-22
2376.0,17249.0,2010-09-25,Low,37.0,2911.64,0.02,Regular Air,225.28,73.98,14.52,Matt Connell,Ontario,Ontario,Corporate,Technology,Computer Peripherals,Keytronic French Keyboard,Small Box,0.65,2010-09-27
2435.0,17670.0,2009-08-25,Medium,14.0,36.52,0.07,Regular Air,10.05,2.61,0.5,Sean O'Donnell,Ontario,Ontario,Corporate,Office Supplies,Labels,Avery 494,Small Box,0.39,2009-08-27
2448.0,17797.0,2012-07-10,Low,10.0,1077.28,0.0,Delivery Truck,-486.12,100.98,57.38,Vivek Grady,Ontario,Ontario,Home Office,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Jumbo Box,0.78,2012-07-12
2449.0,17797.0,2012-07-10,Low,16.0,61.52,0.02,Regular Air,-8.89,3.69,2.5,Vivek Grady,Ontario,Ontario,Home Office,Office Supplies,Envelopes,Colored Envelopes,Small Box,0.39,2012-07-14
2508.0,18213.0,2010-09-10,Medium,29.0,1111.23,0.1,Regular Air,21.6,40.99,19.99,Guy Phonely,Ontario,Ontario,Corporate,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Small Box,0.36,2010-09-12
2510.0,18241.0,2010-07-27,Low,3.0,64.5,0.05,Regular Air,-55.11,20.89,1.99,Denny Blanton,Ontario,Ontario,Home Office,Technology,Computer Peripherals,"IBM 80 Minute CD-R Spindle, 50/Pack",Small Pack,0.48,2010-07-29
2511.0,18241.0,2010-07-27,Low,25.0,9944.49,0.08,Delivery Truck,-969.0483660000001,400.98,76.37,Denny Blanton,Ontario,Ontario,Home Office,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,Jumbo Box,0.6,2010-07-29
2512.0,18244.0,2011-02-11,Critical,1.0,172.34,0.0,Regular Air,-73.22,140.81,24.49,Chris Selesnick,Ontario,Ontario,Home Office,Furniture,Chairs & Chairmats,Hon Olson Stacker Stools,Large Box,0.57,2011-02-13
2548.0,18465.0,2010-04-15,High,12.0,816.23,0.05,Regular Air,-353.71,64.65,35.0,Laura Armstrong,Ontario,Ontario,Small Business,Office Supplies,Storage & Organization,Space Solutions Commercial Steel Shelving,Large Box,0.8,2010-04-17
2561.0,18528.0,2011-04-30,Critical,33.0,340.97,0.07,Regular Air,-22.82,10.98,3.99,Jas O'Carroll,Ontario,Ontario,Corporate,Office Supplies,Appliances,Staples Surge Protector 6 outlet,Small Box,0.58,2011-05-01
2562.0,18528.0,2011-04-30,Critical,22.0,136.24,0.03,Regular Air,-96.22,5.78,7.96,Jas O'Carroll,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 196,Small Box,0.36,2011-05-02
2616.0,18917.0,2012-05-03,Critical,14.0,28.82,0.08,Regular Air,-8.3605,2.08,1.49,Steve Nguyen,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,Round Ring Binders,Small Box,0.38,2012-05-05
2693.0,19493.0,2009-02-02,Critical,31.0,4713.25,0.1,Regular Air,-372.48597100000006,154.13,69.0,Bill Overfelt,Ontario,Ontario,Corporate,Furniture,Tables,Laminate Occasional Tables,Large Box,0.68,2009-02-03
2714.0,19616.0,2011-12-22,High,3.0,92.31,0.0,Regular Air,-28.95,28.15,6.17,Katherine Nockton,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,"Boston Model 1800 Electric Pencil Sharpener, Gray",Small Pack,0.55,2011-12-23
2715.0,19616.0,2011-12-22,High,42.0,116.94,0.06,Express Air,-10.01,2.78,1.25,Katherine Nockton,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Newell 318,Wrap Bag,0.59,2011-12-23
2827.0,20390.0,2009-08-31,Not Specified,35.0,1271.12,0.05,Express Air,-62.82,34.98,7.53,Sandra Flanagan,Ontario,Ontario,Home Office,Technology,Computer Peripherals,Fellowes EZ Multi-Media Keyboard,Small Box,0.76,2009-09-03
2828.0,20390.0,2009-08-31,Not Specified,17.0,58.5,0.0,Regular Air,-25.26,3.14,1.92,Sandra Flanagan,Ontario,Ontario,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers,Wrap Bag,0.84,2009-09-02
2834.0,20451.0,2012-05-25,Critical,6.0,53.72,0.1,Regular Air,2.82,8.95,2.01,Bill Overfelt,Ontario,Ontario,Corporate,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Wrap Bag,0.39,2012-05-27
2835.0,20451.0,2012-05-25,Critical,33.0,1809.21,0.04,Regular Air,454.49,55.29,5.08,Bill Overfelt,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,Recycled Steel Personal File for Standard File Folders,Small Box,0.59,2012-05-27
2836.0,20451.0,2012-05-25,Critical,17.0,9150.09,0.1,Delivery Truck,-1331.553366,550.98,45.7,Bill Overfelt,Ontario,Ontario,Corporate,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Jumbo Box,0.71,2012-05-27
2845.0,20486.0,2011-03-05,High,34.0,306.3,0.07,Regular Air,18.73,9.27,4.39,Alejandro Grove,Ontario,Ontario,Corporate,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Wrap Bag,0.38,2011-03-06
2846.0,20486.0,2011-03-05,High,42.0,163.98,0.01,Regular Air,55.73,3.85,0.7,Alejandro Grove,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Wrap Bag,0.44,2011-03-06
2895.0,20899.0,2010-04-12,Low,9.0,495.1,0.04,Regular Air,110.36,54.96,10.75,Arthur Prichep,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1940,Small Box,0.36,2010-04-21
2918.0,21089.0,2011-07-28,Medium,4.0,559.75,0.07,Delivery Truck,-331.08,122.99,70.2,Vivek Grady,Ontario,Ontario,Corporate,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.74,2011-07-30
3001.0,21634.0,2012-10-28,Not Specified,8.0,1611.73,0.1,Delivery Truck,-314.61,208.16,68.02,Lindsay Shagiari,Ontario,Ontario,Home Office,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Jumbo Drum,0.58,2012-10-29
3002.0,21634.0,2012-10-28,Not Specified,1.0,1946.55,0.07,Regular Air,-4017.6164999999996,1938.02,13.99,Lindsay Shagiari,Ontario,Ontario,Home Office,Technology,Office Machines,Polycom ViewStation™ Adapter H323 Videoconferencing Unit,Medium Box,0.38,2012-10-31
3012.0,21665.0,2012-10-15,High,5.0,474.793,0.09,Express Air,-407.264,115.99,2.5,Arthur Prichep,Ontario,Ontario,Home Office,Technology,Telephones and Communication,DPC 650 Piper,Small Box,0.58,2012-10-16
3020.0,21729.0,2012-12-06,Low,28.0,120.98,0.0,Regular Air,-92.851,4.13,5.34,Xylona Price,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,ACCOHIDE® Binder by Acco,Small Box,0.38,2012-12-10
3021.0,21729.0,2012-12-06,Low,14.0,1082.66,0.08,Regular Air,-256.93,79.52,48.2,Xylona Price,Ontario,Ontario,Corporate,Furniture,Office Furnishings,Eldon Cleatmat Plus™ Chair Mats for High Pile Carpets,Medium Box,0.74,2012-12-13
3032.0,21796.0,2012-05-06,Low,46.0,4744.64,0.04,Regular Air,1033.38,99.99,19.99,Vivek Grady,Ontario,Ontario,Home Office,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box,0.52,2012-05-10
3033.0,21796.0,2012-05-06,Low,2.0,40.8255,0.01,Regular Air,-99.979,20.99,4.81,Vivek Grady,Ontario,Ontario,Home Office,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,0.58,2012-05-06
3034.0,21796.0,2012-05-06,Low,41.0,607.13,0.1,Regular Air,274.66,15.67,1.39,Vivek Grady,Ontario,Ontario,Home Office,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",Small Box,0.38,2012-05-13
3035.0,21796.0,2012-05-06,Low,31.0,34.22,0.07,Regular Air,-3.19,1.14,0.7,Vivek Grady,Ontario,Ontario,Home Office,Office Supplies,Rubber Bands,OIC Thumb-Tacks,Wrap Bag,0.38,2012-05-11
3065.0,21958.0,2009-06-05,High,14.0,4998.03,0.09,Regular Air,1092.94,363.25,19.99,Sally Hughsby,Ontario,Ontario,Consumer,Office Supplies,Appliances,Hoover WindTunnel™ Plus Canister Vacuum,Small Box,0.57,2009-06-06
3130.0,22468.0,2010-06-10,Not Specified,14.0,323.11,0.0,Regular Air,41.5225,20.98,8.83,Steve Nguyen,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,Premium Transparent Presentation Covers by GBC,Small Box,0.37,2010-06-10
3131.0,22468.0,2010-06-10,Not Specified,11.0,65.1,0.03,Regular Air,13.31,5.68,1.46,Steve Nguyen,Ontario,Ontario,Small Business,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Wrap Bag,0.39,2010-06-11
3132.0,22468.0,2010-06-10,Not Specified,19.0,163.75,0.0,Regular Air,23.61,7.96,4.95,Steve Nguyen,Ontario,Ontario,Small Business,Furniture,Office Furnishings,Staples Plastic Wall Frames,Small Box,0.41,2010-06-12
3149.0,22626.0,2010-06-29,Critical,17.0,90.93,0.02,Regular Air,14.19,5.18,2.04,John Lucas,Ontario,Ontario,Small Business,Office Supplies,Paper,Array® Memo Cubes,Wrap Bag,0.36,2010-07-01
3150.0,22626.0,2010-06-29,Critical,35.0,6170.912,0.04,Delivery Truck,-528.653125,218.75,69.64,John Lucas,Ontario,Ontario,Small Business,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.77,2010-07-01
3235.0,23205.0,2009-05-24,High,8.0,319.62,0.08,Express Air,-16.64,40.98,7.2,Stuart Calhoun,Ontario,Ontario,Consumer,Office Supplies,Appliances,Kensington 6 Outlet SmartSocket Surge Protector,Small Box,0.6,2009-05-25
3236.0,23205.0,2009-05-24,High,32.0,263.39,0.08,Express Air,-59.73,8.12,2.83,Stuart Calhoun,Ontario,Ontario,Consumer,Technology,Computer Peripherals,"Imation Neon Mac Format Diskettes, 10/Pack",Small Pack,0.77,2009-05-25
3237.0,23205.0,2009-05-24,High,26.0,7208.8,0.02,Delivery Truck,-633.4412370000002,262.11,62.74,Stuart Calhoun,Ontario,Ontario,Consumer,Furniture,Tables,Bevis Boat-Shaped Conference Table,Jumbo Box,0.75,2009-05-25
3271.0,23394.0,2010-04-29,High,45.0,101.57,0.01,Regular Air,-5.9915,2.08,1.49,Kean Nguyen,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,Round Ring Binders,Small Box,0.38,2010-04-30
3421.0,24390.0,2012-06-06,Low,2.0,107.67,0.1,Express Air,-234.66,50.98,6.5,Katherine Nockton,Ontario,Ontario,Home Office,Technology,Computer Peripherals,Microsoft Natural Multimedia Keyboard,Small Box,0.73,2012-06-08
3457.0,24643.0,2012-04-29,Medium,30.0,2368.1679999999997,0.0,Regular Air,1181.295,85.99,1.25,Ben Ferrer,Ontario,Ontario,Corporate,Technology,Telephones and Communication,Accessory8,Small Pack,0.39,2012-05-01
3468.0,24679.0,2011-05-07,Not Specified,7.0,33.99,0.09,Regular Air,-25.86,4.77,2.39,Janet Molinari,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",Small Pack,0.72,2011-05-08
3520.0,25062.0,2010-10-30,Critical,5.0,78.79,0.03,Regular Air,-21.29,14.42,6.75,Sally Hughsby,Ontario,Ontario,Consumer,Office Supplies,Appliances,Holmes Odor Grabber,Medium Box,0.52,2010-11-01
3521.0,25062.0,2010-10-30,Critical,9.0,3928.25,0.04,Regular Air,1343.2465,420.98,19.99,Sally Hughsby,Ontario,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,GBC DocuBind 200 Manual Binding Machine,Small Box,0.35,2010-11-01
3532.0,25152.0,2012-10-15,Critical,29.0,195.21,0.07,Regular Air,16.4,7.08,2.35,Matt Connell,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,SANFORD Major Accent™ Highlighters,Wrap Bag,0.47,2012-10-17
3576.0,25478.0,2012-04-24,Critical,47.0,4725.0905,0.01,Regular Air,1578.6989999999998,115.99,2.5,Jim Kriz,Ontario,Ontario,Consumer,Technology,Telephones and Communication,6162m,Small Box,0.57,2012-04-24
3577.0,25478.0,2012-04-24,Critical,50.0,286.76,0.09,Regular Air,77.2,6.08,1.82,Jim Kriz,Ontario,Ontario,Consumer,Office Supplies,Rubber Bands,Staples Bulk Pack Metal Binder Clips,Wrap Bag,0.35,2012-04-26
3708.0,26469.0,2012-07-30,Medium,4.0,7406.49,0.03,Regular Air,701.216,1889.99,19.99,Arthur Prichep,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Ibico EPK-21 Electric Binding System,Small Box,0.36,2012-08-01
3709.0,26469.0,2012-07-30,Medium,50.0,350.01,0.04,Regular Air,-133.43,6.68,6.93,Arthur Prichep,Ontario,Ontario,Home Office,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),Small Box,0.37,2012-07-31
3710.0,26470.0,2009-03-21,High,41.0,18081.76,0.03,Regular Air,8822.2775,420.98,19.99,Harold Ryan,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,GBC DocuBind 200 Manual Binding Machine,Small Box,0.35,2009-03-22
3718.0,26565.0,2009-10-21,Medium,49.0,21337.27,0.02,Regular Air,7606.0,419.19,19.99,Cathy Prescott,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,Smead Adjustable Mobile File Trolley with Lockable Top,Small Box,0.58,2009-10-22
3758.0,26852.0,2010-03-06,Critical,2.0,15.81,0.06,Regular Air,-9.88,4.98,6.07,Jim Kriz,Ontario,Ontario,Consumer,Office Supplies,Paper,Xerox 1897,Small Box,0.36,2010-03-08
3829.0,27299.0,2012-08-05,Critical,41.0,802.16,0.1,Regular Air,-293.45,19.94,14.87,Liz Willingham,Ontario,Ontario,Corporate,Furniture,Office Furnishings,Luxo Economy Swing Arm Lamp,Large Box,0.57,2012-08-07
3830.0,27300.0,2012-09-30,Not Specified,50.0,3333.1,0.1,Regular Air,-85.03,73.98,4.0,Stephanie Ulpright,Ontario,Ontario,Consumer,Technology,Computer Peripherals,Keytronic French Keyboard,Small Box,0.79,2012-10-01
3831.0,27300.0,2012-09-30,Not Specified,27.0,55.68,0.04,Regular Air,0.26,2.1,0.7,Stephanie Ulpright,Ontario,Ontario,Consumer,Office Supplies,Pens & Art Supplies,"Sanford EarthWrite® Recycled Pencils, Medium Soft, #2",Wrap Bag,0.57,2012-09-30
3864.0,27557.0,2012-02-08,Low,18.0,56.13,0.02,Regular Air,-58.47,2.88,5.33,Robert Marley,Ontario,Ontario,Corporate,Office Supplies,Labels,Avery File Folder Labels,Small Box,0.36,2012-02-13
3872.0,27654.0,2010-09-24,High,12.0,94.83,0.02,Regular Air,29.87,7.64,1.39,Lindsay Shagiari,Ontario,Ontario,Home Office,Office Supplies,Envelopes,Security-Tint Envelopes,Small Box,0.36,2010-09-26
3877.0,27684.0,2011-09-05,Low,1.0,13.04,0.06,Regular Air,-6.62,10.48,2.89,John Lucas,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Staples Battery-Operated Desktop Pencil Sharpener,Small Pack,0.6,2011-09-07
3899.0,27811.0,2011-03-04,Not Specified,31.0,197.59,0.09,Regular Air,-73.62299999999999,6.81,5.48,Odella Nelson,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Small Box,0.37,2011-03-06
3938.0,28064.0,2010-09-02,Medium,43.0,856.45,0.03,Regular Air,265.1,19.84,4.1,Arthur Prichep,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Prismacolor Color Pencil Set,Wrap Bag,0.44,2010-09-02
3939.0,28064.0,2010-09-02,Medium,1.0,6.75,0.08,Regular Air,-2.31,5.84,1.0,Arthur Prichep,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,"Quartet Omega® Colored Chalk, 12/Pack",Wrap Bag,0.38,2010-09-02
3955.0,28225.0,2009-01-22,Critical,13.0,1160.59,0.01,Regular Air,-330.14,80.98,35.0,Guy Phonely,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,"Carina 42""Hx23 3/4""W Media Storage Unit",Large Box,0.83,2009-01-24
3959.0,28258.0,2009-03-13,Critical,2.0,201.178,0.07,Regular Air,-604.4060000000001,125.99,2.5,Denny Blanton,Ontario,Ontario,Home Office,Technology,Telephones and Communication,i2000,Small Box,0.6,2009-03-13
3960.0,28258.0,2009-03-13,Critical,25.0,2493.24,0.03,Regular Air,293.66,99.99,19.99,Denny Blanton,Ontario,Ontario,Home Office,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box,0.52,2009-03-14
3968.0,28321.0,2010-08-01,Medium,28.0,90.5,0.03,Regular Air,24.71,3.08,0.99,Steve Nguyen,Ontario,Ontario,Consumer,Office Supplies,Labels,Avery 511,Small Box,0.37,2010-08-01
3985.0,28454.0,2012-08-06,Medium,25.0,157.4,0.07,Regular Air,-84.0,6.48,6.74,Sean O'Donnell,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 215,Small Box,0.37,2012-08-07
4112.0,29255.0,2011-12-03,Low,11.0,617.2189999999999,0.03,Express Air,-136.09199999999998,65.99,8.99,Sally Hughsby,Ontario,Ontario,Consumer,Technology,Telephones and Communication,8260,Small Box,0.58,2011-12-07
4139.0,29383.0,2011-11-18,Medium,20.0,157.13,0.07,Regular Air,-46.89,8.32,2.38,Jas O'Carroll,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Small Pack,0.74,2011-11-20
